origin_city,dest_city,dest_country,n_passengers_in,n_passengers_out,year,month
Cairns,Manila,Philippines,186,580,2016,12
Cairns,Osaka,Japan,5648,6857,2016,12
Cairns,Port Moresby,Papua New Guinea,4622,3517,2016,12
Cairns,Singapore,Singapore,1436,1914,2016,12
Cairns,Tokyo,Japan,8792,9707,2016,12
Darwin,Denpasar,Indonesia,3346,4821,2016,12
Darwin,Kuala Lumpur,Malaysia,696,1860,2016,12
Darwin,Manila,Philippines,328,621,2016,12
Darwin,Singapore,Singapore,3829,6694,2016,12
Gold Coast,Auckland,New Zealand,12012,13672,2016,12
Gold Coast,Christchurch,New Zealand,3471,3775,2016,12
Gold Coast,Kuala Lumpur,Malaysia,9554,10726,2016,12
Gold Coast,Nadi,Fiji,1592,2007,2016,12
Gold Coast,Queenstown,New Zealand,1619,1848,2016,12
Gold Coast,Singapore,Singapore,7168,8132,2016,12
Gold Coast,Tokyo,Japan,5823,6565,2016,12
Gold Coast,Wellington,New Zealand,2157,2556,2016,12
Gold Coast,Wuhan,China,1822,2213,2016,12
Melbourne,Abu Dhabi,United Arab Emirates,18539,19563,2016,12
Melbourne,Auckland,New Zealand,53318,57523,2016,12
Melbourne,Bandar Seri Begawan,Brunei,5902,7437,2016,12
Melbourne,Bangkok,Thailand,18515,21407,2016,12
Melbourne,Beijing,China,5395,5863,2016,12
Melbourne,Chengdu,China,2360,2860,2016,12
Melbourne,Christchurch,New Zealand,16682,18821,2016,12
Melbourne,Denpasar,Indonesia,18530,27093,2016,12
Melbourne,Doha,Qatar,8687,10092,2016,12
Melbourne,Dubai,United Arab Emirates,23561,26421,2016,12
Melbourne,Guangzhou,China,18202,19940,2016,12
Melbourne,Ho Chi Minh City,Vietnam,7471,8243,2016,12
Melbourne,Hong Kong,Hong Kong (SAR),28862,31571,2016,12
Melbourne,Honolulu,USA,3975,4295,2016,12
Melbourne,Jakarta,Indonesia,3186,3890,2016,12
Melbourne,Kuala Lumpur,Malaysia,38444,42637,2016,12
Melbourne,London,UK,5670,6597,2016,12
Melbourne,Los Angeles,USA,20073,23772,2016,12
Melbourne,Manila,Philippines,2559,3784,2016,12
Melbourne,Nadi,Fiji,5637,7566,2016,12
Melbourne,New Delhi,India,2988,3193,2016,12
Melbourne,Noumea,New Caledonia,1673,1301,2016,12
Melbourne,Osaka,Japan,105,148,2016,12
Melbourne,Phuket,Thailand,3478,4073,2016,12
Melbourne,Queenstown,New Zealand,5280,5994,2016,12
Melbourne,Shanghai,China,14465,17375,2016,12
Melbourne,Shenzhen,China,NA,NA,2016,12
Melbourne,Singapore,Singapore,56887,64712,2016,12
Melbourne,Taipei,Taiwan,1724,2451,2016,12
Melbourne,Tokyo,Japan,5737,6774,2016,12
Melbourne,Wellington,New Zealand,10912,13430,2016,12
Norfolk Island,Auckland,New Zealand,500,438,2016,12
Perth,Abu Dhabi,United Arab Emirates,6815,7819,2016,12
Perth,Auckland,New Zealand,9442,11279,2016,12
Perth,Bangkok,Thailand,5483,7231,2016,12
Perth,Christchurch,New Zealand,960,932,2016,12
Perth,Denpasar,Indonesia,30280,39477,2016,12
Perth,Doha,Qatar,8116,9894,2016,12
Perth,Dubai,United Arab Emirates,22264,24166,2016,12
Perth,Guangzhou,China,2859,3626,2016,12
Perth,Hong Kong,Hong Kong (SAR),9261,10681,2016,12
Perth,Jakarta,Indonesia,2167,2925,2016,12
Perth,Johannesburg,South Africa,7244,7771,2016,12
Perth,Kota Kinabalu,Malaysia,367,570,2016,12
Perth,Kuala Lumpur,Malaysia,22102,34142,2016,12
Perth,Mauritius,Mauritius,3119,3561,2016,12
Perth,Phuket,Thailand,1844,2699,2016,12
Perth,Singapore,Singapore,45510,58567,2016,12
Port Hedland,Denpasar,Indonesia,262,454,2016,12
Sunshine Coast,Auckland,New Zealand,636,701,2016,12
Sydney,Abu Dhabi,United Arab Emirates,22382,24988,2016,12
Sydney,Anchorage,USA,NA,NA,2016,12
Sydney,Apia,Western Samoa,1297,1671,2016,12
Sydney,Auckland,New Zealand,71768,83168,2016,12
Sydney,Bangkok,Thailand,22964,25889,2016,12
Sydney,Beijing,China,8099,11502,2016,12
Sydney,Chicago,USA,NA,NA,2016,12
Sydney,Chongqing,China,1431,2073,2016,12
Sydney,Christchurch,New Zealand,24984,28736,2016,12
Sydney,Dallas,USA,7530,12166,2016,12
Sydney,Denpasar,Indonesia,21957,28230,2016,12
Sydney,Dubai,United Arab Emirates,35469,36551,2016,12
Sydney,Fuzhou,China,2375,2621,2016,12
Sydney,Guangzhou,China,23687,25133,2016,12
Sydney,Ho Chi Minh City,Vietnam,7432,9218,2016,12
Sydney,Hong Kong,Hong Kong (SAR),47333,52843,2016,12
Sydney,Honiara,Solomon Islands,298,278,2016,12
Sydney,Honolulu,USA,17536,19040,2016,12
Sydney,Jakarta,Indonesia,6133,7525,2016,12
Sydney,Johannesburg,South Africa,7960,7452,2016,12
Sydney,Kuala Lumpur,Malaysia,31030,39155,2016,12
Sydney,London,UK,11977,12322,2016,12
Sydney,Los Angeles,USA,39113,47300,2016,12
Sydney,Louisville,USA,NA,NA,2016,12
Sydney,Macau,Macau,NA,NA,2016,12
Sydney,Manila,Philippines,13089,19511,2016,12
Sydney,Nadi,Fiji,20246,22726,2016,12
Sydney,Nanjing,China,1332,1594,2016,12
Sydney,New Delhi,India,3966,4129,2016,12
Sydney,New York,USA,3364,4399,2016,12
Sydney,Noumea,New Caledonia,4491,4001,2016,12
Sydney,Osaka,Japan,97,NA,2016,12
Sydney,Phuket,Thailand,3748,3808,2016,12
Sydney,Port Moresby,Papua New Guinea,719,557,2016,12
Sydney,Port Vila,Vanuatu,2325,2798,2016,12
Sydney,Queenstown,New Zealand,9878,10630,2016,12
Sydney,Rarotonga,Cook Islands,449,849,2016,12
Sydney,San Francisco,USA,8216,9744,2016,12
Sydney,Santiago,Chile,9355,10161,2016,12
Sydney,Seoul,Korea,17717,18541,2016,12
Sydney,Shanghai,China,19921,23546,2016,12
Sydney,Shenzhen,China,NA,NA,2016,12
Sydney,Singapore,Singapore,63209,72011,2016,12
Sydney,Suva,Fiji,741,877,2016,12
Sydney,Taipei,Taiwan,4425,6481,2016,12
Sydney,Tokyo,Japan,17691,21839,2016,12
Sydney,Tongatapu,Tonga,1307,1191,2016,12
Sydney,Toronto,Canada,1613,1331,2016,12
Sydney,Vancouver,Canada,7609,9491,2016,12
Sydney,Vientiane,Laos,NA,NA,2016,12
Sydney,Wellington,New Zealand,13109,14999,2016,12
Sydney,Xiamen,China,1401,1611,2016,12
Sydney,Xi'an,China,569,705,2016,12
Sydney,Zhengzhou,China,NA,NA,2016,12
Townsville,Denpasar,Indonesia,1571,1979,2016,12
Adelaide,Auckland,New Zealand,4112,4140,2016,1
Adelaide,Denpasar,Indonesia,8406,7451,2016,1
Adelaide,Dubai,United Arab Emirates,10494,9148,2016,1
Adelaide,Hong Kong,Hong Kong (SAR),5262,4601,2016,1
Adelaide,Kuala Lumpur,Malaysia,4673,4061,2016,1
Adelaide,Singapore,Singapore,11943,10136,2016,1
Brisbane,Abu Dhabi,United Arab Emirates,7248,6414,2016,1
Brisbane,Apia,Western Samoa,940,962,2016,1
Brisbane,Auckland,New Zealand,47218,44045,2016,1
Brisbane,Bangkok,Thailand,7589,5056,2016,1
Brisbane,Christchurch,New Zealand,12604,11659,2016,1
Brisbane,Denpasar,Indonesia,13319,10871,2016,1
Brisbane,Dubai,United Arab Emirates,20201,16150,2016,1
Brisbane,Dunedin,New Zealand,2299,2047,2016,1
Brisbane,Espiritu Santo,Vanuatu,342,327,2016,1
Brisbane,Guangzhou,China,7048,6250,2016,1
Brisbane,Hong Kong,Hong Kong (SAR),17510,14446,2016,1
Brisbane,Honiara,Solomon Islands,1916,1751,2016,1
Brisbane,Honolulu,USA,8336,5470,2016,1
Brisbane,Los Angeles,USA,21228,17138,2016,1
Brisbane,Manila,Philippines,1666,1262,2016,1
Brisbane,Nadi,Fiji,10348,7547,2016,1
Brisbane,Nauru,Nauru,894,874,2016,1
Brisbane,Noumea,New Caledonia,3750,3364,2016,1
Brisbane,Port Moresby,Papua New Guinea,6994,8243,2016,1
Brisbane,Port Vila,Vanuatu,4039,2867,2016,1
Brisbane,Queenstown,New Zealand,2213,2452,2016,1
Brisbane,Seoul,Korea,7852,6014,2016,1
Brisbane,Shanghai,China,1539,535,2016,1
Brisbane,Singapore,Singapore,39354,33985,2016,1
Brisbane,Taipei,Taiwan,7183,6509,2016,1
Brisbane,Tokyo,Japan,8788,7372,2016,1
Brisbane,Wellington,New Zealand,10190,10238,2016,1
Cairns,Auckland,New Zealand,269,242,2016,1
Cairns,Denpasar,Indonesia,2104,2056,2016,1
Cairns,Hong Kong,Hong Kong (SAR),2278,3605,2016,1
Cairns,Manila,Philippines,399,275,2016,1
Cairns,Osaka,Japan,5611,4829,2016,1
Cairns,Port Moresby,Papua New Guinea,3786,4209,2016,1
Cairns,Shanghai,China,3537,1037,2016,1
Cairns,Singapore,Singapore,1535,1654,2016,1
Cairns,Tokyo,Japan,8835,7693,2016,1
Darwin,Denpasar,Indonesia,5395,3932,2016,1
Darwin,Kuala Lumpur,Malaysia,1845,901,2016,1
Darwin,Manila,Philippines,516,246,2016,1
Darwin,Singapore,Singapore,6935,4942,2016,1
Gold Coast,Auckland,New Zealand,13196,13220,2016,1
Gold Coast,Christchurch,New Zealand,3638,3190,2016,1
Gold Coast,Hong Kong,Hong Kong (SAR),2440,99,2016,1
Gold Coast,Kuala Lumpur,Malaysia,10794,8680,2016,1
Gold Coast,Nadi,Fiji,1843,1377,2016,1
Gold Coast,Queenstown,New Zealand,1624,1595,2016,1
Gold Coast,Singapore,Singapore,7812,6201,2016,1
Gold Coast,Tokyo,Japan,6496,5672,2016,1
Gold Coast,Wellington,New Zealand,2699,2418,2016,1
Gold Coast,Wuhan,China,1802,1453,2016,1
Melbourne,Abu Dhabi,United Arab Emirates,19871,16678,2016,1
Melbourne,Auckland,New Zealand,59124,55471,2016,1
Melbourne,Bandar Seri Begawan,Brunei,7284,6424,2016,1
Melbourne,Bangkok,Thailand,22124,15764,2016,1
Melbourne,Beijing,China,6247,5814,2016,1
Melbourne,Chengdu,China,2888,2245,2016,1
Melbourne,Christchurch,New Zealand,19993,18654,2016,1
Melbourne,Denpasar,Indonesia,31200,22887,2016,1
Melbourne,Doha,Qatar,11247,10538,2016,1
Melbourne,Dubai,United Arab Emirates,28948,23461,2016,1
Melbourne,Guangzhou,China,19563,17978,2016,1
Melbourne,Ho Chi Minh City,Vietnam,7909,7201,2016,1
Melbourne,Hong Kong,Hong Kong (SAR),31081,27048,2016,1
Melbourne,Honolulu,USA,4628,3739,2016,1
Melbourne,Jakarta,Indonesia,3844,3141,2016,1
Melbourne,Kuala Lumpur,Malaysia,42294,34829,2016,1
Melbourne,London,UK,5294,5780,2016,1
Melbourne,Los Angeles,USA,25023,22265,2016,1
Melbourne,Manila,Philippines,4222,3233,2016,1
Melbourne,Nadi,Fiji,8235,6837,2016,1
Melbourne,New Delhi,India,3186,2838,2016,1
Melbourne,Noumea,New Caledonia,1895,1580,2016,1
Melbourne,Osaka,Japan,382,121,2016,1
Melbourne,Phuket,Thailand,4468,3859,2016,1
Melbourne,Queenstown,New Zealand,6412,6084,2016,1
Melbourne,Shanghai,China,16666,13714,2016,1
Melbourne,Shenzhen,China,NA,NA,2016,1
Melbourne,Singapore,Singapore,63047,55896,2016,1
Melbourne,Taipei,Taiwan,2269,1881,2016,1
Melbourne,Tokyo,Japan,7400,7116,2016,1
Melbourne,Wellington,New Zealand,12702,12772,2016,1
Norfolk Island,Auckland,New Zealand,407,536,2016,1
Perth,Abu Dhabi,United Arab Emirates,7924,6232,2016,1
Perth,Auckland,New Zealand,13220,13164,2016,1
Perth,Bangkok,Thailand,7753,5169,2016,1
Perth,Christchurch,New Zealand,1692,1471,2016,1
Perth,Denpasar,Indonesia,46689,38053,2016,1
Perth,Doha,Qatar,9967,9041,2016,1
Perth,Dubai,United Arab Emirates,26959,19927,2016,1
Perth,Guangzhou,China,3665,3295,2016,1
Perth,Hong Kong,Hong Kong (SAR),11043,10343,2016,1
Perth,Jakarta,Indonesia,2728,2300,2016,1
Perth,Johannesburg,South Africa,8036,7598,2016,1
Perth,Kota Kinabalu,Malaysia,539,455,2016,1
Perth,Kuala Lumpur,Malaysia,34509,22584,2016,1
Perth,Mauritius,Mauritius,3489,3407,2016,1
Perth,Phuket,Thailand,3196,2327,2016,1
Perth,Singapore,Singapore,58548,48660,2016,1
Port Hedland,Denpasar,Indonesia,620,425,2016,1
Sunshine Coast,Auckland,New Zealand,1157,1031,2016,1
Sydney,Abu Dhabi,United Arab Emirates,25752,21830,2016,1
Sydney,Anchorage,USA,NA,NA,2016,1
Sydney,Apia,Western Samoa,1873,1695,2016,1
Sydney,Auckland,New Zealand,83898,78138,2016,1
Sydney,Bangkok,Thailand,28396,20693,2016,1
Sydney,Beijing,China,12199,10353,2016,1
Sydney,Chicago,USA,NA,NA,2016,1
Sydney,Chongqing,China,1904,1415,2016,1
Sydney,Christchurch,New Zealand,29122,28341,2016,1
Sydney,Dallas,USA,9642,10511,2016,1
Sydney,Denpasar,Indonesia,32038,24303,2016,1
Sydney,Dubai,United Arab Emirates,38361,34029,2016,1
Sydney,Fuzhou,China,2403,2197,2016,1
Sydney,Guangzhou,China,27960,25692,2016,1
Sydney,Ho Chi Minh City,Vietnam,8908,8800,2016,1
Sydney,Hong Kong,Hong Kong (SAR),53184,43150,2016,1
Sydney,Honiara,Solomon Islands,339,227,2016,1
Sydney,Honolulu,USA,21160,17190,2016,1
Sydney,Jakarta,Indonesia,8726,7054,2016,1
Sydney,Johannesburg,South Africa,8315,7430,2016,1
Sydney,Kuala Lumpur,Malaysia,39069,30481,2016,1
Sydney,London,UK,11955,12138,2016,1
Sydney,Los Angeles,USA,53201,42929,2016,1
Sydney,Louisville,USA,NA,NA,2016,1
Sydney,Manila,Philippines,20975,16033,2016,1
Sydney,Nadi,Fiji,24759,20519,2016,1
Sydney,Nanjing,China,1656,1117,2016,1
Sydney,New Delhi,India,4434,3558,2016,1
Sydney,New York,USA,3164,3607,2016,1
Sydney,Noumea,New Caledonia,5107,4482,2016,1
Sydney,Osaka,Japan,421,NA,2016,1
Sydney,Phuket,Thailand,4185,3768,2016,1
Sydney,Port Moresby,Papua New Guinea,646,745,2016,1
Sydney,Port Vila,Vanuatu,2250,2499,2016,1
Sydney,Queenstown,New Zealand,12691,11479,2016,1
Sydney,Rarotonga,Cook Islands,1094,921,2016,1
Sydney,San Francisco,USA,14166,12496,2016,1
Sydney,Santiago,Chile,10088,10911,2016,1
Sydney,Seoul,Korea,18766,17834,2016,1
Sydney,Shanghai,China,25977,19607,2016,1
Sydney,Shenzhen,China,534,149,2016,1
Sydney,Singapore,Singapore,71759,62338,2016,1
Sydney,Suva,Fiji,921,701,2016,1
Sydney,Taipei,Taiwan,5762,5413,2016,1
Sydney,Tokyo,Japan,23727,21463,2016,1
Sydney,Tongatapu,Tonga,1182,993,2016,1
Sydney,Toronto,Canada,1397,1186,2016,1
Sydney,Vancouver,Canada,10387,8911,2016,1
Sydney,Wellington,New Zealand,13472,13660,2016,1
Sydney,Xiamen,China,1852,1638,2016,1
Sydney,Xi'an,China,2101,1284,2016,1
Townsville,Denpasar,Indonesia,1864,1370,2016,1
Adelaide,Auckland,New Zealand,3164,3446,2016,2
Adelaide,Denpasar,Indonesia,6000,5897,2016,2
Adelaide,Dubai,United Arab Emirates,8993,6147,2016,2
Adelaide,Hong Kong,Hong Kong (SAR),5101,4267,2016,2
Adelaide,Kuala Lumpur,Malaysia,4346,2983,2016,2
Adelaide,Singapore,Singapore,7811,6641,2016,2
Brisbane,Abu Dhabi,United Arab Emirates,6288,6200,2016,2
Brisbane,Apia,Western Samoa,521,568,2016,2
Brisbane,Auckland,New Zealand,35952,39316,2016,2
Brisbane,Bangkok,Thailand,6730,5014,2016,2
Brisbane,Christchurch,New Zealand,10245,10049,2016,2
Brisbane,Denpasar,Indonesia,9687,10709,2016,2
Brisbane,Dubai,United Arab Emirates,14130,10989,2016,2
Brisbane,Dunedin,New Zealand,1532,1610,2016,2
Brisbane,Espiritu Santo,Vanuatu,258,271,2016,2
Brisbane,Guangzhou,China,6256,6194,2016,2
Brisbane,Hong Kong,Hong Kong (SAR),15339,14207,2016,2
Brisbane,Honiara,Solomon Islands,1866,1635,2016,2
Brisbane,Honolulu,USA,3960,3899,2016,2
Brisbane,Los Angeles,USA,16676,12594,2016,2
Brisbane,Manila,Philippines,1114,879,2016,2
Brisbane,Nadi,Fiji,4958,5015,2016,2
Brisbane,Nauru,Nauru,814,784,2016,2
Brisbane,Noumea,New Caledonia,1632,2369,2016,2
Brisbane,Port Moresby,Papua New Guinea,6670,6512,2016,2
Brisbane,Port Vila,Vanuatu,720,707,2016,2
Brisbane,Queenstown,New Zealand,1420,1930,2016,2
Brisbane,Seoul,Korea,6026,5060,2016,2
Brisbane,Shanghai,China,2452,2096,2016,2
Brisbane,Singapore,Singapore,36156,28492,2016,2
Brisbane,Taipei,Taiwan,5252,4649,2016,2
Brisbane,Tokyo,Japan,8528,7178,2016,2
Brisbane,Wellington,New Zealand,7203,7560,2016,2
Cairns,Auckland,New Zealand,233,363,2016,2
Cairns,Denpasar,Indonesia,1622,1864,2016,2
Cairns,Hong Kong,Hong Kong (SAR),2461,4810,2016,2
Cairns,Manila,Philippines,435,383,2016,2
Cairns,Osaka,Japan,6041,5284,2016,2
Cairns,Port Moresby,Papua New Guinea,3481,3322,2016,2
Cairns,Shanghai,China,4307,3879,2016,2
Cairns,Singapore,Singapore,1403,1685,2016,2
Cairns,Tokyo,Japan,9145,7110,2016,2
Darwin,Denpasar,Indonesia,3894,3515,2016,2
Darwin,Kuala Lumpur,Malaysia,968,781,2016,2
Darwin,Manila,Philippines,299,310,2016,2
Darwin,Singapore,Singapore,3945,3006,2016,2
Gold Coast,Auckland,New Zealand,9690,10588,2016,2
Gold Coast,Christchurch,New Zealand,2584,2539,2016,2
Gold Coast,Hong Kong,Hong Kong (SAR),2016,281,2016,2
Gold Coast,Kuala Lumpur,Malaysia,10162,7282,2016,2
Gold Coast,Nadi,Fiji,854,1015,2016,2
Gold Coast,Queenstown,New Zealand,1485,1512,2016,2
Gold Coast,Singapore,Singapore,5649,4462,2016,2
Gold Coast,Tokyo,Japan,6763,5285,2016,2
Gold Coast,Wellington,New Zealand,1542,1561,2016,2
Gold Coast,Wuhan,China,2030,1777,2016,2
Melbourne,Abu Dhabi,United Arab Emirates,18039,14769,2016,2
Melbourne,Auckland,New Zealand,48537,48533,2016,2
Melbourne,Bandar Seri Begawan,Brunei,6984,4343,2016,2
Melbourne,Bangkok,Thailand,19380,14822,2016,2
Melbourne,Beijing,China,5700,5524,2016,2
Melbourne,Chengdu,China,2991,2740,2016,2
Melbourne,Christchurch,New Zealand,16054,15774,2016,2
Melbourne,Denpasar,Indonesia,20183,17178,2016,2
Melbourne,Doha,Qatar,9058,8849,2016,2
Melbourne,Dubai,United Arab Emirates,21408,16184,2016,2
Melbourne,Guangzhou,China,18458,18131,2016,2
Melbourne,Ho Chi Minh City,Vietnam,7663,5490,2016,2
Melbourne,Hong Kong,Hong Kong (SAR),28654,26168,2016,2
Melbourne,Honolulu,USA,3438,2881,2016,2
Melbourne,Jakarta,Indonesia,3301,2584,2016,2
Melbourne,Kuala Lumpur,Malaysia,39459,29707,2016,2
Melbourne,London,UK,4213,3801,2016,2
Melbourne,Los Angeles,USA,20233,16246,2016,2
Melbourne,Manila,Philippines,3192,2269,2016,2
Melbourne,Nadi,Fiji,3455,3555,2016,2
Melbourne,New Delhi,India,3174,2702,2016,2
Melbourne,Noumea,New Caledonia,778,1435,2016,2
Melbourne,Osaka,Japan,164,38,2016,2
Melbourne,Phuket,Thailand,3633,3161,2016,2
Melbourne,Queenstown,New Zealand,5350,5845,2016,2
Melbourne,Shanghai,China,16181,14701,2016,2
Melbourne,Shenzhen,China,NA,NA,2016,2
Melbourne,Singapore,Singapore,59159,47579,2016,2
Melbourne,Taipei,Taiwan,2363,1890,2016,2
Melbourne,Tokyo,Japan,7789,7056,2016,2
Melbourne,Wellington,New Zealand,10341,10947,2016,2
Norfolk Island,Auckland,New Zealand,420,401,2016,2
Perth,Abu Dhabi,United Arab Emirates,6746,4973,2016,2
Perth,Auckland,New Zealand,9648,10647,2016,2
Perth,Bangkok,Thailand,6204,4575,2016,2
Perth,Christchurch,New Zealand,1345,1314,2016,2
Perth,Denpasar,Indonesia,30118,29333,2016,2
Perth,Doha,Qatar,8405,7036,2016,2
Perth,Dubai,United Arab Emirates,20404,13238,2016,2
Perth,Guangzhou,China,3264,2835,2016,2
Perth,Hong Kong,Hong Kong (SAR),9970,8750,2016,2
Perth,Jakarta,Indonesia,2016,2072,2016,2
Perth,Johannesburg,South Africa,5419,5276,2016,2
Perth,Kota Kinabalu,Malaysia,429,384,2016,2
Perth,Kuala Lumpur,Malaysia,25862,18286,2016,2
Perth,Mauritius,Mauritius,2010,1266,2016,2
Perth,Phuket,Thailand,138,NA,2016,2
Perth,Singapore,Singapore,51044,40984,2016,2
Port Hedland,Denpasar,Indonesia,253,225,2016,2
Sunshine Coast,Auckland,New Zealand,799,791,2016,2
Sydney,Abu Dhabi,United Arab Emirates,18950,16887,2016,2
Sydney,Anchorage,USA,NA,NA,2016,2
Sydney,Apia,Western Samoa,529,535,2016,2
Sydney,Auckland,New Zealand,68102,71466,2016,2
Sydney,Bangkok,Thailand,26428,20062,2016,2
Sydney,Beijing,China,11946,10583,2016,2
Sydney,Chicago,USA,NA,NA,2016,2
Sydney,Chongqing,China,1862,1542,2016,2
Sydney,Christchurch,New Zealand,22328,23651,2016,2
Sydney,Dallas,USA,6783,6863,2016,2
Sydney,Denpasar,Indonesia,19887,17714,2016,2
Sydney,Dubai,United Arab Emirates,31430,25183,2016,2
Sydney,Fuzhou,China,2338,2175,2016,2
Sydney,Guangzhou,China,25931,25601,2016,2
Sydney,Ho Chi Minh City,Vietnam,8394,6682,2016,2
Sydney,Hong Kong,Hong Kong (SAR),46843,42156,2016,2
Sydney,Honiara,Solomon Islands,113,128,2016,2
Sydney,Honolulu,USA,12485,11394,2016,2
Sydney,Jakarta,Indonesia,5699,4306,2016,2
Sydney,Johannesburg,South Africa,6025,5055,2016,2
Sydney,Kuala Lumpur,Malaysia,30813,22924,2016,2
Sydney,London,UK,10360,9724,2016,2
Sydney,Los Angeles,USA,41298,31372,2016,2
Sydney,Louisville,USA,NA,NA,2016,2
Sydney,Macau,Macau,NA,NA,2016,2
Sydney,Manila,Philippines,17344,12530,2016,2
Sydney,Nadi,Fiji,12992,12040,2016,2
Sydney,Nanjing,China,1706,1353,2016,2
Sydney,New Delhi,India,3731,3055,2016,2
Sydney,New York,USA,2045,1717,2016,2
Sydney,Noumea,New Caledonia,2750,4119,2016,2
Sydney,Osaka,Japan,160,NA,2016,2
Sydney,Phuket,Thailand,3949,3659,2016,2
Sydney,Port Moresby,Papua New Guinea,667,750,2016,2
Sydney,Port Vila,Vanuatu,1611,1728,2016,2
Sydney,Queenstown,New Zealand,8912,8914,2016,2
Sydney,Rarotonga,Cook Islands,565,533,2016,2
Sydney,San Francisco,USA,12409,11525,2016,2
Sydney,Santiago,Chile,9086,9055,2016,2
Sydney,Seoul,Korea,17165,15989,2016,2
Sydney,Shanghai,China,23321,21351,2016,2
Sydney,Shenzhen,China,2613,1905,2016,2
Sydney,Singapore,Singapore,62894,51681,2016,2
Sydney,Suva,Fiji,406,267,2016,2
Sydney,Taipei,Taiwan,4868,4442,2016,2
Sydney,Tokyo,Japan,22780,20619,2016,2
Sydney,Tongatapu,Tonga,991,833,2016,2
Sydney,Toronto,Canada,1480,1005,2016,2
Sydney,Vancouver,Canada,5820,4836,2016,2
Sydney,Wellington,New Zealand,12942,13561,2016,2
Sydney,Xiamen,China,3124,2641,2016,2
Sydney,Xi'an,China,1764,1806,2016,2
Townsville,Denpasar,Indonesia,1352,1370,2016,2
Adelaide,Auckland,New Zealand,3745,3887,2016,3
Adelaide,Denpasar,Indonesia,5846,6288,2016,3
Adelaide,Dubai,United Arab Emirates,6826,7906,2016,3
Adelaide,Hong Kong,Hong Kong (SAR),4909,4854,2016,3
Adelaide,Kuala Lumpur,Malaysia,3352,2941,2016,3
Adelaide,Singapore,Singapore,8195,7676,2016,3
Brisbane,Abu Dhabi,United Arab Emirates,5541,6794,2016,3
Brisbane,Apia,Western Samoa,506,521,2016,3
Brisbane,Auckland,New Zealand,42954,42695,2016,3
Brisbane,Bangkok,Thailand,5392,5996,2016,3
Brisbane,Christchurch,New Zealand,10109,8956,2016,3
Brisbane,Denpasar,Indonesia,10718,11803,2016,3
Brisbane,Dubai,United Arab Emirates,13158,15472,2016,3
Brisbane,Dunedin,New Zealand,1937,1693,2016,3
Brisbane,Espiritu Santo,Vanuatu,228,346,2016,3
Brisbane,Guangzhou,China,6891,6626,2016,3
Brisbane,Hong Kong,Hong Kong (SAR),15671,15715,2016,3
Brisbane,Honiara,Solomon Islands,1961,1869,2016,3
Brisbane,Honolulu,USA,3907,5208,2016,3
Brisbane,Los Angeles,USA,15190,17157,2016,3
Brisbane,Manila,Philippines,1142,1124,2016,3
Brisbane,Nadi,Fiji,6383,7603,2016,3
Brisbane,Nauru,Nauru,905,791,2016,3
Brisbane,Noumea,New Caledonia,1571,1619,2016,3
Brisbane,Port Moresby,Papua New Guinea,7112,7526,2016,3
Brisbane,Port Vila,Vanuatu,696,1072,2016,3
Brisbane,Queenstown,New Zealand,1771,2168,2016,3
Brisbane,Seoul,Korea,3308,4178,2016,3
Brisbane,Singapore,Singapore,30588,32310,2016,3
Brisbane,Taipei,Taiwan,4399,4743,2016,3
Brisbane,Tokyo,Japan,8085,8203,2016,3
Brisbane,Wellington,New Zealand,7775,7430,2016,3
Cairns,Auckland,New Zealand,400,586,2016,3
Cairns,Denpasar,Indonesia,1507,2041,2016,3
Cairns,Hong Kong,Hong Kong (SAR),2483,4007,2016,3
Cairns,Manila,Philippines,392,385,2016,3
Cairns,Osaka,Japan,5708,6439,2016,3
Cairns,Port Moresby,Papua New Guinea,3886,3734,2016,3
Cairns,Shanghai,China,2567,1807,2016,3
Cairns,Singapore,Singapore,1059,1772,2016,3
Cairns,Tokyo,Japan,8427,9045,2016,3
Darwin,Denpasar,Indonesia,3882,4108,2016,3
Darwin,Kuala Lumpur,Malaysia,741,944,2016,3
Darwin,Manila,Philippines,529,492,2016,3
Darwin,Singapore,Singapore,3672,3556,2016,3
Gold Coast,Auckland,New Zealand,13362,14201,2016,3
Gold Coast,Christchurch,New Zealand,3632,3205,2016,3
Gold Coast,Hong Kong,Hong Kong (SAR),1946,298,2016,3
Gold Coast,Kuala Lumpur,Malaysia,9022,8501,2016,3
Gold Coast,Nadi,Fiji,1373,1515,2016,3
Gold Coast,Queenstown,New Zealand,1754,1836,2016,3
Gold Coast,Singapore,Singapore,5407,5053,2016,3
Gold Coast,Tokyo,Japan,5749,5928,2016,3
Gold Coast,Wellington,New Zealand,1789,1707,2016,3
Gold Coast,Wuhan,China,2302,2093,2016,3
Melbourne,Abu Dhabi,United Arab Emirates,13368,17478,2016,3
Melbourne,Auckland,New Zealand,55227,54001,2016,3
Melbourne,Bandar Seri Begawan,Brunei,4877,4591,2016,3
