origin_city,dest_city,dest_country,n_passengers_in,n_passengers_out,year,month
Melbourne,Hanoi,Vietnam,NA,NA,2018,12
Melbourne,Ho Chi Minh City,Vietnam,11009,11772,2018,12
Melbourne,Hong Kong,Hong Kong (SAR),35561,42248,2018,12
Melbourne,Honolulu,USA,5587,5471,2018,12
Melbourne,Jakarta,Indonesia,3865,4020,2018,12
Melbourne,Kuala Lumpur,Malaysia,34530,38819,2018,12
Melbourne,London,UK,5183,5988,2018,12
Melbourne,Los Angeles,USA,26345,28231,2018,12
Melbourne,Manila,Philippines,3259,3931,2018,12
Melbourne,Nadi,Fiji,6655,7700,2018,12
Melbourne,New Delhi,India,2991,3125,2018,12
Melbourne,New York,USA,NA,NA,2018,12
Melbourne,Noumea,New Caledonia,1956,1318,2018,12
Melbourne,Phuket,Thailand,5360,5870,2018,12
Melbourne,Qingdao,China,2596,2794,2018,12
Melbourne,Queenstown,New Zealand,6719,7279,2018,12
Melbourne,Santiago,Chile,3568,3168,2018,12
Melbourne,Shanghai,China,14511,17208,2018,12
Melbourne,Shenzhen,China,2595,3568,2018,12
Melbourne,Singapore,Singapore,62759,72282,2018,12
Melbourne,Taipei,Taiwan,1868,1521,2018,12
Melbourne,Tokyo,Japan,11033,13092,2018,12
Melbourne,Vancouver,Canada,3354,4381,2018,12
Melbourne,Wellington,New Zealand,8180,8801,2018,12
Melbourne,Xiamen,China,2164,2629,2018,12
Melbourne,Xi'an,China,1958,2310,2018,12
Melbourne,Zhengzhou,China,1548,1699,2018,12
Perth,Abu Dhabi,United Arab Emirates,8085,8996,2018,12
Perth,Auckland,New Zealand,9910,11784,2018,12
Perth,Bangkok,Thailand,6898,7978,2018,12
Perth,Christchurch,New Zealand,1219,1387,2018,12
Perth,Denpasar,Indonesia,24162,33376,2018,12
Perth,Doha,Qatar,9371,10457,2018,12
Perth,Dubai,United Arab Emirates,22715,24662,2018,12
Perth,Guangzhou,China,4545,4984,2018,12
Perth,Hong Kong,Hong Kong (SAR),9732,11944,2018,12
Perth,Jakarta,Indonesia,2496,2862,2018,12
Perth,Johannesburg,South Africa,7361,7470,2018,12
Perth,Kota Kinabalu,Malaysia,539,682,2018,12
Perth,Kuala Lumpur,Malaysia,25613,34428,2018,12
Perth,Mauritius,Mauritius,3759,4635,2018,12
Perth,Singapore,Singapore,47476,59386,2018,12
Port Hedland,Denpasar,Indonesia,165,375,2018,12
Sydney,Abu Dhabi,United Arab Emirates,24908,28131,2018,12
Sydney,Anchorage,USA,NA,NA,2018,12
Sydney,Apia,Western Samoa,1078,1229,2018,12
Sydney,Auckland,New Zealand,71552,78836,2018,12
Sydney,Bangkok,Thailand,26181,31926,2018,12
Sydney,Beijing,China,14831,18497,2018,12
Sydney,Changsha,China,1418,2090,2018,12
Sydney,Chengdu,China,1983,3310,2018,12
Sydney,Chicago,USA,NA,NA,2018,12
Sydney,Chongqing,China,987,2555,2018,12
Sydney,Christchurch,New Zealand,23165,27197,2018,12
Sydney,Dallas,USA,9041,12948,2018,12
Sydney,Denpasar,Indonesia,16136,21610,2018,12
Sydney,Doha,Qatar,13890,15190,2018,12
Sydney,Dubai,United Arab Emirates,35511,36944,2018,12
Sydney,Fuzhou,China,2216,2337,2018,12
Sydney,Guangzhou,China,27127,26870,2018,12
Sydney,Hangzhou,China,955,1302,2018,12
Sydney,Hanoi,Vietnam,2027,2789,2018,12
Sydney,Ho Chi Minh City,Vietnam,11268,12966,2018,12
Sydney,Hong Kong,Hong Kong (SAR),46626,55574,2018,12
Sydney,Honolulu,USA,20659,21342,2018,12
Sydney,Jakarta,Indonesia,7904,9586,2018,12
Sydney,Johannesburg,South Africa,7655,7849,2018,12
Sydney,Kuala Lumpur,Malaysia,30357,37603,2018,12
Sydney,Kunming,China,2002,2778,2018,12
Sydney,London,UK,12126,13292,2018,12
Sydney,Los Angeles,USA,38543,42458,2018,12
Sydney,Louisville,USA,NA,NA,2018,12
Sydney,Luzon Island,Philippines,NA,NA,2018,12
Sydney,Manila,Philippines,17847,23853,2018,12
Sydney,Nadi,Fiji,22154,24560,2018,12
Sydney,Nanjing,China,1141,1651,2018,12
Sydney,New Delhi,India,3957,4064,2018,12
Sydney,New York,USA,3374,3599,2018,12
Sydney,Noumea,New Caledonia,4878,4276,2018,12
Sydney,Osaka,Japan,1788,1973,2018,12
Sydney,Phuket,Thailand,3976,4149,2018,12
Sydney,Port Moresby,Papua New Guinea,1192,1093,2018,12
Sydney,Port Vila,Vanuatu,3214,3781,2018,12
Sydney,Qingdao,China,1555,3334,2018,12
Sydney,Queenstown,New Zealand,13576,14117,2018,12
Sydney,Rarotonga,Cook Islands,921,1350,2018,12
Sydney,San Francisco,USA,14389,15831,2018,12
Sydney,Santiago,Chile,10316,10076,2018,12
Sydney,Seoul,Korea,20411,20982,2018,12
Sydney,Shanghai,China,20150,25028,2018,12
Sydney,Shenzhen,China,2135,3414,2018,12
Sydney,Singapore,Singapore,63313,74817,2018,12
Sydney,Suva,Fiji,853,949,2018,12
Sydney,Taipei,Taiwan,10529,16855,2018,12
Sydney,Tokyo,Japan,19131,23270,2018,12
Sydney,Tongatapu,Tonga,1043,1115,2018,12
Sydney,Toronto,Canada,1884,1306,2018,12
Sydney,Vancouver,Canada,7635,10305,2018,12
Sydney,Wellington,New Zealand,13164,14109,2018,12
Sydney,Wuhan,China,1248,1730,2018,12
Sydney,Xiamen,China,2588,3448,2018,12
Sydney,Xi'an,China,1977,2270,2018,12
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2018,12
Townsville,Denpasar,Indonesia,1045,1589,2018,12
Townsville,Port Moresby,Papua New Guinea,422,466,2018,12
Adelaide,Auckland,New Zealand,4444,4369,2018,1
Adelaide,Denpasar,Indonesia,10211,8570,2018,1
Adelaide,Doha,Qatar,7789,5569,2018,1
Adelaide,Dubai,United Arab Emirates,10190,8146,2018,1
Adelaide,Guangzhou,China,4269,3307,2018,1
Adelaide,Hong Kong,Hong Kong (SAR),5036,3645,2018,1
Adelaide,Kuala Lumpur,Malaysia,4503,3537,2018,1
Adelaide,Nadi,Fiji,1028,780,2018,1
Adelaide,Singapore,Singapore,10942,9249,2018,1
Brisbane,Abu Dhabi,United Arab Emirates,8444,6813,2018,1
Brisbane,Apia,Western Samoa,950,872,2018,1
Brisbane,Auckland,New Zealand,48807,46052,2018,1
Brisbane,Bangkok,Thailand,7088,6030,2018,1
Brisbane,Beijing,China,3464,2227,2018,1
Brisbane,Christchurch,New Zealand,12378,12313,2018,1
Brisbane,Denpasar,Indonesia,13563,11823,2018,1
Brisbane,Dubai,United Arab Emirates,26404,19198,2018,1
Brisbane,Dunedin,New Zealand,2050,1683,2018,1
Brisbane,Espiritu Santo,Vanuatu,459,432,2018,1
Brisbane,Guangzhou,China,7533,6021,2018,1
Brisbane,Hong Kong,Hong Kong (SAR),20205,14728,2018,1
Brisbane,Honiara,Solomon Islands,2087,1943,2018,1
Brisbane,Honolulu,USA,3709,3188,2018,1
Brisbane,Kuala Lumpur,Malaysia,1126,721,2018,1
Brisbane,Los Angeles,USA,17810,14130,2018,1
Brisbane,Manila,Philippines,2122,1865,2018,1
Brisbane,Nadi,Fiji,10441,7640,2018,1
Brisbane,Nauru,Nauru,796,1174,2018,1
Brisbane,Noumea,New Caledonia,3347,3070,2018,1
Brisbane,Port Moresby,Papua New Guinea,6959,7855,2018,1
Brisbane,Port Vila,Vanuatu,4190,3198,2018,1
Brisbane,Queenstown,New Zealand,3217,3099,2018,1
Brisbane,Seoul,Korea,7800,6409,2018,1
Brisbane,Shanghai,China,6052,3734,2018,1
Brisbane,Shenzhen,China,1686,940,2018,1
Brisbane,Singapore,Singapore,39640,32601,2018,1
Brisbane,Taipei,Taiwan,10732,8498,2018,1
Brisbane,Tokyo,Japan,8077,7633,2018,1
Brisbane,Vancouver,Canada,7159,5639,2018,1
Brisbane,Wellington,New Zealand,7784,7437,2018,1
Cairns,Denpasar,Indonesia,2636,2494,2018,1
Cairns,Guangzhou,China,2862,1677,2018,1
Cairns,Hong Kong,Hong Kong (SAR),2781,3537,2018,1
Cairns,Osaka,Japan,8249,6274,2018,1
Cairns,Port Moresby,Papua New Guinea,2761,2987,2018,1
Cairns,Seoul,Korea,2561,2252,2018,1
Cairns,Shenzhen,China,644,622,2018,1
Cairns,Singapore,Singapore,3099,2328,2018,1
Cairns,Tokyo,Japan,8017,7698,2018,1
Canberra,Singapore,Singapore,2894,2021,2018,1
Canberra,Wellington,New Zealand,2384,1693,2018,1
Darwin,Denpasar,Indonesia,7376,4557,2018,1
Darwin,Manila,Philippines,911,568,2018,1
Darwin,Singapore,Singapore,7338,5179,2018,1
Gold Coast,Auckland,New Zealand,17651,16287,2018,1
Gold Coast,Christchurch,New Zealand,3940,3631,2018,1
Gold Coast,Hong Kong,Hong Kong (SAR),4919,1458,2018,1
Gold Coast,Kuala Lumpur,Malaysia,9034,7103,2018,1
Gold Coast,Queenstown,New Zealand,1740,1669,2018,1
Gold Coast,Singapore,Singapore,6697,5659,2018,1
Gold Coast,Tokyo,Japan,8907,8578,2018,1
Gold Coast,Wellington,New Zealand,2777,3015,2018,1
Melbourne,Abu Dhabi,United Arab Emirates,18572,15256,2018,1
Melbourne,Anchorage,USA,NA,NA,2018,1
Melbourne,Auckland,New Zealand,63438,60141,2018,1
Melbourne,Bandar Seri Begawan,Brunei,6924,6296,2018,1
Melbourne,Bangkok,Thailand,21733,19454,2018,1
Melbourne,Beijing,China,7899,6707,2018,1
Melbourne,Changsha,China,1956,1193,2018,1
Melbourne,Chengdu,China,3120,2475,2018,1
Melbourne,Chongqing,China,2859,1909,2018,1
Melbourne,Christchurch,New Zealand,20070,20487,2018,1
Melbourne,Colombo,Sri Lanka,7913,6501,2018,1
Melbourne,Denpasar,Indonesia,21160,19261,2018,1
Melbourne,Doha,Qatar,14883,13583,2018,1
Melbourne,Dubai,United Arab Emirates,36568,27371,2018,1
Melbourne,Guangzhou,China,22730,19356,2018,1
Melbourne,Hangzhou,China,1107,829,2018,1
Melbourne,Ho Chi Minh City,Vietnam,10900,11383,2018,1
Melbourne,Hong Kong,Hong Kong (SAR),41912,33322,2018,1
Melbourne,Honolulu,USA,5579,4934,2018,1
Melbourne,Jakarta,Indonesia,4044,3277,2018,1
Melbourne,Kuala Lumpur,Malaysia,37653,30372,2018,1
Melbourne,London,UK,5672,5369,2018,1
Melbourne,Los Angeles,USA,33045,28050,2018,1
Melbourne,Manila,Philippines,3663,3482,2018,1
Melbourne,Nadi,Fiji,8407,7063,2018,1
Melbourne,New Delhi,India,3213,2839,2018,1
Melbourne,New York,USA,NA,NA,2018,1
Melbourne,Noumea,New Caledonia,1859,1722,2018,1
Melbourne,Phuket,Thailand,5164,4771,2018,1
Melbourne,Qingdao,China,2478,1914,2018,1
Melbourne,Queenstown,New Zealand,8277,7685,2018,1
Melbourne,Santiago,Chile,2634,2310,2018,1
Melbourne,Shanghai,China,18364,12866,2018,1
Melbourne,Shenzhen,China,2839,1363,2018,1
Melbourne,Singapore,Singapore,64017,57216,2018,1
Melbourne,Taipei,Taiwan,2425,1689,2018,1
Melbourne,Tokyo,Japan,14417,13239,2018,1
Melbourne,Vancouver,Canada,4399,3866,2018,1
Melbourne,Wellington,New Zealand,8571,8455,2018,1
Melbourne,Xiamen,China,3440,2312,2018,1
Melbourne,Xi'an,China,1990,1387,2018,1
Melbourne,Zhengzhou,China,1732,1393,2018,1
Perth,Abu Dhabi,United Arab Emirates,8919,7446,2018,1
Perth,Auckland,New Zealand,12068,10620,2018,1
Perth,Bangkok,Thailand,7463,6316,2018,1
Perth,Christchurch,New Zealand,2030,1688,2018,1
Perth,Denpasar,Indonesia,44483,35097,2018,1
Perth,Doha,Qatar,10242,9366,2018,1
Perth,Dubai,United Arab Emirates,25214,19811,2018,1
Perth,Guangzhou,China,4453,3776,2018,1
Perth,Hong Kong,Hong Kong (SAR),11551,9678,2018,1
Perth,Jakarta,Indonesia,2398,2216,2018,1
Perth,Johannesburg,South Africa,7002,6583,2018,1
Perth,Kota Kinabalu,Malaysia,501,308,2018,1
Perth,Kuala Lumpur,Malaysia,32564,24205,2018,1
Perth,Mauritius,Mauritius,4410,3740,2018,1
Perth,Singapore,Singapore,57426,49358,2018,1
Port Hedland,Denpasar,Indonesia,408,304,2018,1
Sydney,Abu Dhabi,United Arab Emirates,29234,23301,2018,1
Sydney,Anchorage,USA,NA,NA,2018,1
Sydney,Apia,Western Samoa,1075,930,2018,1
Sydney,Auckland,New Zealand,75160,73212,2018,1
Sydney,Bangkok,Thailand,33104,26217,2018,1
Sydney,Beijing,China,18179,15295,2018,1
Sydney,Changsha,China,1967,998,2018,1
Sydney,Chengdu,China,3203,2097,2018,1
Sydney,Chicago,USA,NA,NA,2018,1
Sydney,Chongqing,China,1986,1404,2018,1
Sydney,Christchurch,New Zealand,27956,26515,2018,1
Sydney,Dallas,USA,10435,10705,2018,1
Sydney,Denpasar,Indonesia,26195,22746,2018,1
Sydney,Doha,Qatar,15182,14735,2018,1
Sydney,Dubai,United Arab Emirates,37931,32819,2018,1
Sydney,Fuzhou,China,2414,2105,2018,1
Sydney,Guangzhou,China,28087,23557,2018,1
Sydney,Haikou,China,276,160,2018,1
Sydney,Hangzhou,China,1054,567,2018,1
Sydney,Hanoi,Vietnam,2613,2796,2018,1
Sydney,Ho Chi Minh City,Vietnam,12122,11490,2018,1
Sydney,Hong Kong,Hong Kong (SAR),58275,44730,2018,1
Sydney,Honolulu,USA,22573,19179,2018,1
Sydney,Houston,USA,2412,1423,2018,1
Sydney,Jakarta,Indonesia,8991,7289,2018,1
Sydney,Johannesburg,South Africa,7915,7523,2018,1
Sydney,Kuala Lumpur,Malaysia,37326,28720,2018,1
Sydney,Kunming,China,2386,1505,2018,1
Sydney,London,UK,13701,12645,2018,1
Sydney,Los Angeles,USA,46680,39677,2018,1
Sydney,Louisville,USA,NA,NA,2018,1
Sydney,Manila,Philippines,23807,19469,2018,1
Sydney,Nadi,Fiji,25011,21081,2018,1
Sydney,Nanjing,China,1345,825,2018,1
Sydney,New Delhi,India,4201,3334,2018,1
Sydney,New York,USA,2477,2657,2018,1
Sydney,Noumea,New Caledonia,5132,4473,2018,1
Sydney,Osaka,Japan,3002,2810,2018,1
Sydney,Phuket,Thailand,4162,3964,2018,1
Sydney,Port Moresby,Papua New Guinea,727,1131,2018,1
Sydney,Port Vila,Vanuatu,4116,3088,2018,1
Sydney,Qingdao,China,3298,2204,2018,1
Sydney,Queenstown,New Zealand,15727,14582,2018,1
Sydney,Rarotonga,Cook Islands,1192,1034,2018,1
Sydney,San Francisco,USA,16993,14405,2018,1
Sydney,Santiago,Chile,10243,9703,2018,1
Sydney,Seoul,Korea,23293,21707,2018,1
Sydney,Shanghai,China,25665,20531,2018,1
Sydney,Shenzhen,China,2651,1985,2018,1
Sydney,Singapore,Singapore,75878,64968,2018,1
Sydney,Suva,Fiji,920,789,2018,1
Sydney,Taipei,Taiwan,14795,11252,2018,1
Sydney,Tianjin,China,90,37,2018,1
Sydney,Tokyo,Japan,22612,21424,2018,1
Sydney,Tongatapu,Tonga,1294,1127,2018,1
Sydney,Toronto,Canada,1797,799,2018,1
Sydney,Vancouver,Canada,11505,10448,2018,1
Sydney,Wellington,New Zealand,14672,14125,2018,1
Sydney,Wuhan,China,1783,1081,2018,1
Sydney,Xiamen,China,3461,2937,2018,1
Sydney,Xi'an,China,2316,1187,2018,1
Sydney,Zhengzhou,China,102,137,2018,1
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2018,1
Townsville,Denpasar,Indonesia,1822,1854,2018,1
Townsville,Port Moresby,Papua New Guinea,457,473,2018,1
Adelaide,Auckland,New Zealand,3330,3414,2018,2
Adelaide,Denpasar,Indonesia,4697,4359,2018,2
Adelaide,Doha,Qatar,4444,3146,2018,2
Adelaide,Dubai,United Arab Emirates,7519,4960,2018,2
Adelaide,Guangzhou,China,3864,3207,2018,2
Adelaide,Hong Kong,Hong Kong (SAR),4809,3535,2018,2
Adelaide,Kuala Lumpur,Malaysia,4169,3298,2018,2
Adelaide,Nadi,Fiji,359,343,2018,2
Adelaide,Singapore,Singapore,7790,6450,2018,2
Brisbane,Abu Dhabi,United Arab Emirates,6264,5767,2018,2
Brisbane,Apia,Western Samoa,472,447,2018,2
Brisbane,Auckland,New Zealand,35259,37302,2018,2
Brisbane,Bangkok,Thailand,5973,5424,2018,2
Brisbane,Beijing,China,2925,2887,2018,2
Brisbane,Christchurch,New Zealand,10168,10427,2018,2
Brisbane,Denpasar,Indonesia,13276,14053,2018,2
Brisbane,Dubai,United Arab Emirates,16229,12577,2018,2
Brisbane,Dunedin,New Zealand,1372,1320,2018,2
Brisbane,Espiritu Santo,Vanuatu,152,199,2018,2
Brisbane,Guangzhou,China,6945,6646,2018,2
Brisbane,Hong Kong,Hong Kong (SAR),16621,14059,2018,2
Brisbane,Honiara,Solomon Islands,1678,1462,2018,2
Brisbane,Honolulu,USA,2301,2281,2018,2
Brisbane,Kuala Lumpur,Malaysia,1479,495,2018,2
Brisbane,Los Angeles,USA,13828,11051,2018,2
Brisbane,Manila,Philippines,1708,1564,2018,2
Brisbane,Nadi,Fiji,5698,5811,2018,2
Brisbane,Nauru,Nauru,925,480,2018,2
Brisbane,Noumea,New Caledonia,1875,2623,2018,2
Brisbane,Port Moresby,Papua New Guinea,6674,6371,2018,2
Brisbane,Port Vila,Vanuatu,1866,1885,2018,2
Brisbane,Queenstown,New Zealand,1525,1595,2018,2
Brisbane,Seoul,Korea,6187,5399,2018,2
Brisbane,Shanghai,China,5579,4749,2018,2
Brisbane,Shenzhen,China,1439,985,2018,2
Brisbane,Singapore,Singapore,35681,27973,2018,2
Brisbane,Taipei,Taiwan,7910,8242,2018,2
Brisbane,Tokyo,Japan,7627,7132,2018,2
Brisbane,Vancouver,Canada,6180,4611,2018,2
Brisbane,Wellington,New Zealand,5811,5886,2018,2
Cairns,Denpasar,Indonesia,2283,2610,2018,2
Cairns,Guangzhou,China,2316,1988,2018,2
Cairns,Hong Kong,Hong Kong (SAR),2371,4807,2018,2
Cairns,Osaka,Japan,7360,5551,2018,2
Cairns,Port Moresby,Papua New Guinea,2289,2143,2018,2
Cairns,Shanghai,China,1527,1015,2018,2
Cairns,Shenzhen,China,720,1227,2018,2
Cairns,Singapore,Singapore,2303,2105,2018,2
Cairns,Tokyo,Japan,8587,7226,2018,2
Canberra,Doha,Qatar,634,503,2018,2
Canberra,Singapore,Singapore,1894,1427,2018,2
Canberra,Wellington,New Zealand,1313,1244,2018,2
Darwin,Denpasar,Indonesia,2554,2517,2018,2
Darwin,Manila,Philippines,626,444,2018,2
Darwin,Singapore,Singapore,5739,4403,2018,2
Gold Coast,Auckland,New Zealand,12501,13579,2018,2
Gold Coast,Christchurch,New Zealand,2889,2824,2018,2
Gold Coast,Hong Kong,Hong Kong (SAR),4465,1584,2018,2
Gold Coast,Kuala Lumpur,Malaysia,4727,4491,2018,2
Gold Coast,Queenstown,New Zealand,1605,1618,2018,2
Gold Coast,Singapore,Singapore,5463,4174,2018,2
Gold Coast,Tokyo,Japan,7513,6964,2018,2
Gold Coast,Wellington,New Zealand,1862,1956,2018,2
Melbourne,Abu Dhabi,United Arab Emirates,15855,11871,2018,2
Melbourne,Anchorage,USA,NA,NA,2018,2
Melbourne,Auckland,New Zealand,51277,51833,2018,2
Melbourne,Bandar Seri Begawan,Brunei,6544,4450,2018,2
Melbourne,Bangkok,Thailand,20645,17180,2018,2
Melbourne,Beijing,China,7291,6998,2018,2
Melbourne,Changsha,China,1908,1423,2018,2
Melbourne,Chengdu,China,3061,2742,2018,2
Melbourne,Chongqing,China,2803,2586,2018,2
Melbourne,Christchurch,New Zealand,17087,17112,2018,2
Melbourne,Colombo,Sri Lanka,7010,4866,2018,2
Melbourne,Denpasar,Indonesia,21609,19117,2018,2
Melbourne,Doha,Qatar,11423,10588,2018,2
Melbourne,Dubai,United Arab Emirates,26305,18248,2018,2
Melbourne,Guangzhou,China,21066,20152,2018,2
Melbourne,Hangzhou,China,1491,1072,2018,2
Melbourne,Ho Chi Minh City,Vietnam,9424,8751,2018,2
Melbourne,Hong Kong,Hong Kong (SAR),38235,30389,2018,2
Melbourne,Honolulu,USA,3365,3575,2018,2
Melbourne,Jakarta,Indonesia,3834,2581,2018,2
Melbourne,Kuala Lumpur,Malaysia,35066,27186,2018,2
Melbourne,London,UK,3714,4018,2018,2
Melbourne,Los Angeles,USA,23111,18542,2018,2
Melbourne,Manila,Philippines,3431,2886,2018,2
Melbourne,Nadi,Fiji,3574,3569,2018,2
Melbourne,New Delhi,India,3011,2651,2018,2
Melbourne,Noumea,New Caledonia,950,1450,2018,2
Melbourne,Phuket,Thailand,3654,3428,2018,2
Melbourne,Qingdao,China,2386,2161,2018,2
Melbourne,Queenstown,New Zealand,5860,6053,2018,2
Melbourne,Santiago,Chile,2576,2283,2018,2
Melbourne,Seoul,Korea,NA,NA,2018,2
Melbourne,Shanghai,China,17604,15645,2018,2
Melbourne,Shenzhen,China,2869,1828,2018,2
Melbourne,Singapore,Singapore,62149,47533,2018,2
Melbourne,Taipei,Taiwan,1951,1955,2018,2
Melbourne,Tokyo,Japan,12488,11254,2018,2
Melbourne,Vancouver,Canada,251,288,2018,2
Melbourne,Wellington,New Zealand,7589,7740,2018,2
Melbourne,Xiamen,China,2998,2698,2018,2
Melbourne,Xi'an,China,1900,1623,2018,2
Melbourne,Zhengzhou,China,1964,1533,2018,2
Perth,Abu Dhabi,United Arab Emirates,6600,5483,2018,2
Perth,Auckland,New Zealand,6794,7239,2018,2
Perth,Bangkok,Thailand,6227,5504,2018,2
Perth,Christchurch,New Zealand,1596,1546,2018,2
Perth,Denpasar,Indonesia,30822,27994,2018,2
Perth,Doha,Qatar,8109,7486,2018,2
Perth,Dubai,United Arab Emirates,20433,13128,2018,2
Perth,Guangzhou,China,4806,4553,2018,2
Perth,Hong Kong,Hong Kong (SAR),10230,8316,2018,2
Perth,Jakarta,Indonesia,2220,2276,2018,2
Perth,Johannesburg,South Africa,4140,4291,2018,2
Perth,Kota Kinabalu,Malaysia,474,415,2018,2
Perth,Kuala Lumpur,Malaysia,19925,16542,2018,2
Perth,Mauritius,Mauritius,2137,1521,2018,2
Perth,Singapore,Singapore,49077,40815,2018,2
Port Hedland,Denpasar,Indonesia,246,192,2018,2
Sydney,Abu Dhabi,United Arab Emirates,21755,17224,2018,2
Sydney,Anchorage,USA,NA,NA,2018,2
Sydney,Apia,Western Samoa,485,387,2018,2
Sydney,Auckland,New Zealand,62477,64236,2018,2
Sydney,Bangkok,Thailand,29720,22809,2018,2
Sydney,Beijing,China,14852,13708,2018,2
Sydney,Changsha,China,1856,1689,2018,2
Sydney,Chengdu,China,3033,2678,2018,2
Sydney,Chicago,USA,NA,NA,2018,2
Sydney,Chongqing,China,1867,1850,2018,2
Sydney,Christchurch,New Zealand,21212,23212,2018,2
Sydney,Dallas,USA,8391,8441,2018,2
Sydney,Denpasar,Indonesia,20456,18338,2018,2
Sydney,Doha,Qatar,15647,14618,2018,2
Sydney,Dubai,United Arab Emirates,28636,22482,2018,2
Sydney,Fuzhou,China,2099,2136,2018,2
Sydney,Guangzhou,China,25378,24536,2018,2
Sydney,Haikou,China,2114,1664,2018,2
Sydney,Hangzhou,China,1481,1075,2018,2
Sydney,Hanoi,Vietnam,2798,2663,2018,2
Sydney,Ho Chi Minh City,Vietnam,10363,10345,2018,2
Sydney,Hong Kong,Hong Kong (SAR),50830,40019,2018,2
Sydney,Honolulu,USA,15860,12966,2018,2
Sydney,Houston,USA,4163,4017,2018,2
Sydney,Jakarta,Indonesia,7130,5581,2018,2
Sydney,Johannesburg,South Africa,5844,5313,2018,2
Sydney,Kuala Lumpur,Malaysia,31362,23741,2018,2
Sydney,Kunming,China,2376,2077,2018,2
Sydney,London,UK,10993,10065,2018,2
Sydney,Los Angeles,USA,33961,28665,2018,2
Sydney,Louisville,USA,NA,NA,2018,2
Sydney,Macau,Macau,NA,NA,2018,2
Sydney,Manila,Philippines,18902,14566,2018,2
Sydney,Nadi,Fiji,14317,13142,2018,2
Sydney,Nanjing,China,1719,1306,2018,2
Sydney,New Delhi,India,3795,3190,2018,2
Sydney,New York,USA,2588,1984,2018,2
Sydney,Noumea,New Caledonia,2837,4072,2018,2
Sydney,Osaka,Japan,2999,2582,2018,2
Sydney,Phuket,Thailand,3749,3553,2018,2
Sydney,Port Moresby,Papua New Guinea,775,897,2018,2
Sydney,Port Vila,Vanuatu,1801,1760,2018,2
Sydney,Qingdao,China,3068,2774,2018,2
Sydney,Queenstown,New Zealand,12142,12070,2018,2
Sydney,Rarotonga,Cook Islands,798,764,2018,2
Sydney,San Francisco,USA,12549,10744,2018,2
Sydney,Santiago,Chile,7863,7767,2018,2
Sydney,Seoul,Korea,15453,14679,2018,2
Sydney,Shanghai,China,25419,22983,2018,2
Sydney,Shenzhen,China,2571,2314,2018,2
Sydney,Singapore,Singapore,63739,52113,2018,2
Sydney,Surabaya,Indonesia,NA,NA,2018,2
Sydney,Suva,Fiji,382,449,2018,2
Sydney,Taipei,Taiwan,10622,11077,2018,2
Sydney,Tianjin,China,429,519,2018,2
Sydney,Tokyo,Japan,20916,19704,2018,2
Sydney,Tongatapu,Tonga,833,573,2018,2
Sydney,Toronto,Canada,1750,1226,2018,2
Sydney,Vancouver,Canada,6161,4786,2018,2
Sydney,Wellington,New Zealand,12418,12251,2018,2
Sydney,Wuhan,China,2112,1556,2018,2
Sydney,Xiamen,China,3292,2937,2018,2
Sydney,Xi'an,China,2038,1676,2018,2
Sydney,Zhengzhou,China,1135,1152,2018,2
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2018,2
Townsville,Denpasar,Indonesia,1874,1870,2018,2
Townsville,Port Moresby,Papua New Guinea,306,270,2018,2
Adelaide,Auckland,New Zealand,3777,4116,2018,3
Adelaide,Denpasar,Indonesia,4923,4809,2018,3
Adelaide,Doha,Qatar,3094,5073,2018,3
Adelaide,Dubai,United Arab Emirates,6065,7952,2018,3
Adelaide,Guangzhou,China,2816,2684,2018,3
Adelaide,Hong Kong,Hong Kong (SAR),3790,3948,2018,3
Adelaide,Kuala Lumpur,Malaysia,4301,3403,2018,3
Adelaide,Nadi,Fiji,444,412,2018,3
Adelaide,Singapore,Singapore,8241,7645,2018,3
Brisbane,Abu Dhabi,United Arab Emirates,6331,7485,2018,3
Brisbane,Apia,Western Samoa,602,634,2018,3
Brisbane,Auckland,New Zealand,43553,40220,2018,3
Brisbane,Bangkok,Thailand,6545,6417,2018,3
Brisbane,Beijing,China,2698,2413,2018,3
Brisbane,Christchurch,New Zealand,12515,11562,2018,3
Brisbane,Denpasar,Indonesia,15095,17376,2018,3
Brisbane,Dubai,United Arab Emirates,17675,19117,2018,3
Brisbane,Dunedin,New Zealand,1548,1477,2018,3
Brisbane,Espiritu Santo,Vanuatu,216,334,2018,3
Brisbane,Guangzhou,China,7126,7350,2018,3
Brisbane,Hong Kong,Hong Kong (SAR),14784,15661,2018,3
Brisbane,Honiara,Solomon Islands,2056,1898,2018,3
Brisbane,Honolulu,USA,2628,3118,2018,3
Brisbane,Kuala Lumpur,Malaysia,813,480,2018,3
Brisbane,Los Angeles,USA,13474,13782,2018,3
Brisbane,Manila,Philippines,1931,1899,2018,3
Brisbane,Nadi,Fiji,6698,7882,2018,3
Brisbane,Nauru,Nauru,717,533,2018,3
Brisbane,Noumea,New Caledonia,1657,1995,2018,3
Brisbane,Port Moresby,Papua New Guinea,8261,7082,2018,3
Brisbane,Port Vila,Vanuatu,1965,2200,2018,3
Brisbane,Queenstown,New Zealand,2223,2391,2018,3
Brisbane,Seoul,Korea,3935,4715,2018,3
